name,status,market,category_list,country_code,state_code,region,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,angel,round_A,round_B,round_C,days_to_first_check,time_between_rounds
Free All Media,operating, Games ,|Music|Games|,USA,GA,Atlanta,1747500.0,3.0,2008-01-01,2009-10-01,2013-05-23,1000000.0,747500.0,0.0,0.0,0.0,0.0,639.0,1330
FreeATM,operating, Advertising ,|Advertising|,USA,NY,New York City,895000.0,2.0,2011-11-01,2013-05-07,2014-05-20,150000.0,0.0,0.0,0.0,0.0,0.0,553.0,378
Freebeepay,operating, Mobile ,|Mobile|,USA,GA,Atlanta,3000000.0,1.0,2010-12-02,2012-11-26,2012-11-26,3000000.0,0.0,0.0,0.0,0.0,0.0,725.0,0
Freedcamp,operating, Curated Web ,|Curated Web|,USA,CA,Santa Barbara,149000.0,1.0,2011-02-01,2014-02-19,2014-02-19,149000.0,0.0,0.0,0.0,0.0,0.0,1114.0,0
Freedom Meditech,operating, Health Care ,|Health Care|,USA,CA,San Diego,9910004.0,4.0,2006-01-01,2009-04-28,2013-08-06,280000.0,9630004.0,0.0,2000000.0,7000000.0,0.0,1213.0,1561
freee,operating, Accounting ,|Network Security|Finance|B2B|Accounting|Enterprise Software|,JPN,Non-US/Unknown,Tokyo,17200000.0,4.0,2012-07-09,2012-12-19,2014-09-25,500000.0,16700000.0,0.0,2700000.0,14000000.0,0.0,163.0,645
Freespee,operating, Advertising ,|Advertising|,GBR,Non-US/Unknown,London,6963460.0,3.0,2009-01-01,2009-10-15,2012-10-09,1189120.0,5774340.0,0.0,5774340.0,0.0,0.0,287.0,1090
Fresenius Medical Care,operating, Technology ,|Health and Wellness|Medical Devices|Technology|Biotechnology|,DEU,Non-US/Unknown,Homburg,91430342.0,10.0,1996-01-01,2010-11-05,2014-02-04,2277466.0,30129165.0,0.0,0.0,0.0,0.0,5422.0,1187
Fresh !,operating, Web Tools ,|Consulting|Electronics|E-Commerce|Web Tools|Mobile|,FRA,Non-US/Unknown,Boulogne,100000.0,1.0,2008-05-15,2008-05-15,2008-05-15,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fresh Nation,operating, Hospitality ,|Hospitality|,USA,CA,Los Angeles,1100000.0,2.0,2011-01-01,2012-01-18,2014-06-03,1000000.0,0.0,0.0,0.0,0.0,0.0,382.0,867
Freshdesk,operating, Customer Support Tools ,|Customer Support Tools|Customer Service|Software|,USA,CA,SF Bay Area,45051568.0,5.0,2010-01-01,2011-11-30,2014-06-12,1051638.0,43999930.0,0.0,0.0,0.0,6999930.0,698.0,925
FreshGrade,operating, Education ,|Education|,CAN,BC,Kelowna,4300000.0,1.0,2012-01-01,2014-08-15,2014-08-15,4300000.0,0.0,0.0,0.0,0.0,0.0,957.0,0
FreshPay,operating, Payments ,|Mobile Payments|Payments|,Unknown,Non-US/Unknown,Unknown,500000.0,1.0,2013-01-01,2014-02-06,2014-02-06,500000.0,0.0,0.0,0.0,0.0,0.0,401.0,0
FreshPlanet,operating, Games ,|Games|,USA,NY,New York City,2250521.0,3.0,2009-01-01,2009-12-01,2013-09-01,750521.0,1500000.0,0.0,1500000.0,0.0,0.0,334.0,1370
Freshplum,acquired, E-Commerce ,|Optimization|E-Commerce|Analytics|,USA,CA,SF Bay Area,2484999.0,3.0,2011-01-01,2011-06-01,2014-02-13,2484999.0,0.0,0.0,0.0,0.0,0.0,151.0,988
FRESS,operating, Mobile Emergency&Health ,|Apps|Mobile Emergency&Health|Social Media|,ESP,Non-US/Unknown,Murcia,700000.0,1.0,2011-01-01,2012-03-20,2012-03-20,700000.0,0.0,0.0,0.0,0.0,0.0,444.0,0
Frest Marketing,operating, Public Relations ,|Public Relations|,USA,NY,New York City,250000.0,1.0,2011-01-10,2011-01-10,2011-01-10,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
frestyl,operating, Events ,|Events|Concerts|Databases|Social Media|Mobile|Location Based Services|Music|Curated Web|,Unknown,Non-US/Unknown,Unknown,68852.0,2.0,2009-04-01,2009-07-01,2012-09-03,18852.0,50000.0,0.0,0.0,0.0,0.0,91.0,1160
Fresvii,operating, Mobile ,|Mobile|Cloud Computing|,USA,CA,SF Bay Area,1800000.0,1.0,2012-01-01,2014-10-15,2014-10-15,1800000.0,0.0,0.0,0.0,0.0,0.0,1018.0,0
Frevvo,operating, Enterprise Software ,|Enterprise Software|,Unknown,Non-US/Unknown,Unknown,500000.0,1.0,2007-01-01,2008-01-01,2008-01-01,500000.0,0.0,0.0,0.0,0.0,0.0,365.0,0
Friendly Score,operating, Information Technology ,|Information Technology|,POL,Non-US/Unknown,Wroclaw,20352.0,1.0,2013-01-01,2014-07-21,2014-07-21,20352.0,0.0,0.0,0.0,0.0,0.0,566.0,0
Friendsignia,closed, Contact Management ,|Contact Management|Networking|Social Media|Curated Web|,USA,TN,Memphis,15000.0,1.0,2012-01-29,2012-01-29,2012-01-29,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
frintit,operating, Postal and Courier Services ,|Startups|Postal and Courier Services|Advertising|,IND,Non-US/Unknown,Bangalore,75000.0,1.0,2012-01-01,2012-06-01,2012-06-01,75000.0,0.0,0.0,0.0,0.0,0.0,152.0,0
Frodio,operating, Music ,|Startups|iPad|iPhone|Enterprises|Music|Enterprise Software|,RUS,Non-US/Unknown,Moscow,150000.0,1.0,2010-01-01,2010-06-01,2010-06-01,150000.0,0.0,0.0,0.0,0.0,0.0,151.0,0
Front App,operating, Software ,|Email|B2B|Software|,FRA,Non-US/Unknown,Paris,3100000.0,2.0,2013-11-01,2013-11-01,2014-10-01,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,334
Front Desk HQ,operating, Payments ,|SaaS|Payments|Network Security|Mobile|,USA,WA,Seattle,7200000.0,2.0,2012-11-30,2013-09-06,2014-02-13,3200000.0,4000000.0,0.0,4000000.0,0.0,0.0,280.0,160
Frontback,operating, Curated Web ,|Identity|Finance|Curated Web|,USA,CA,SF Bay Area,3910000.0,2.0,2011-01-01,2012-06-12,2013-10-29,3910000.0,0.0,0.0,0.0,0.0,0.0,528.0,504
Frontier pte,operating, Software ,|Software|,SGP,Non-US/Unknown,Singapore,1255000.0,2.0,2000-01-01,2013-05-08,2014-07-09,1055000.0,0.0,0.0,0.0,0.0,0.0,4876.0,427
Frontierre,operating, E-Commerce ,|E-Commerce|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2011-01-01,2011-11-23,2011-11-23,40000.0,0.0,0.0,0.0,0.0,0.0,326.0,0
Frontleaf,operating, Sales and Marketing ,|Sales and Marketing|SaaS|Software|,USA,CA,SF Bay Area,478000.0,2.0,2013-03-01,2013-07-10,2014-01-23,478000.0,0.0,0.0,0.0,0.0,0.0,131.0,197
Froont,operating, Software ,|Internet|Web Design|Software|,Unknown,Non-US/Unknown,Unknown,688629.0,1.0,2012-01-01,2014-04-01,2014-04-01,688629.0,0.0,0.0,0.0,0.0,0.0,821.0,0
Frugalo,acquired, Curated Web ,|Curated Web|,USA,WA,Seattle,140000.0,1.0,2011-06-01,2011-10-01,2011-10-01,140000.0,0.0,0.0,0.0,0.0,0.0,122.0,0
Frugoton,operating, Parenting ,|Parenting|Tablets|Mobile|Education|,POL,Non-US/Unknown,Warsaw,660000.0,2.0,2013-01-01,2013-11-17,2013-11-17,660000.0,0.0,0.0,0.0,0.0,0.0,320.0,0
Fruitfulll,operating, Crowdfunding ,|Real Estate|Crowdfunding|Machine Learning|Banking|Peer-to-Peer|Finance Technology|,GBR,Non-US/Unknown,Liverpool,5554607.0,3.0,2013-02-05,2013-03-10,2014-08-01,480000.0,5000000.0,0.0,5000000.0,0.0,0.0,33.0,509
fsssffsf,operating, E-Commerce ,|Online Shopping|Shipping|E-Commerce|,USA,NY,New York City,200000.0,2.0,2013-06-01,2013-06-01,2013-12-18,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,200
Fubles,operating, Games ,|Games|,ITA,Non-US/Unknown,Milan,413612.0,3.0,2009-10-16,2011-03-01,2014-10-21,413612.0,0.0,0.0,0.0,0.0,0.0,501.0,1330
FUELUP,operating, Information Services ,|Information Services|,NLD,Non-US/Unknown,Amsterdam,524260.0,2.0,2012-01-01,2013-04-02,2013-09-01,524260.0,0.0,0.0,0.0,0.0,0.0,457.0,152
Fuisz Media,operating, User Experience Design ,|Analytics|User Experience Design|Video|,USA,CA,Los Angeles,2100000.0,1.0,2013-01-01,2014-07-03,2014-07-03,2100000.0,0.0,0.0,0.0,0.0,0.0,548.0,0
Full Circle CRM,operating, Software ,|Software|,USA,CA,SF Bay Area,4300000.0,2.0,2010-12-31,2012-09-13,2014-11-12,500000.0,3800000.0,0.0,3800000.0,0.0,0.0,622.0,790
FullContact,operating, Search ,|Finance|Search|Databases|Contact Management|Developer APIs|Enterprise Software|,USA,CO,Denver,9218000.0,5.0,2010-01-01,2011-06-01,2013-08-08,1868000.0,7000000.0,350000.0,0.0,7000000.0,0.0,516.0,799
Fund Recs,operating, Finance Technology ,|SaaS|Finance Technology|,IRL,Non-US/Unknown,Dublin,153861.0,3.0,2013-11-01,2014-05-08,2014-09-15,76130.0,0.0,0.0,0.0,0.0,0.0,188.0,130
"Fundacity, Inc",operating, Cloud Infrastructure ,|Cloud Infrastructure|Startups|Finance|,BRA,Non-US/Unknown,Rio de Janeiro,304000.0,6.0,2012-11-01,2013-05-08,2014-06-01,184000.0,0.0,0.0,0.0,0.0,0.0,188.0,389
Funderbeam,operating, Big Data Analytics ,|Market Research|Business Intelligence|Big Data Analytics|Trading|Startups|,EST,Non-US/Unknown,Tallinn,847104.0,3.0,2013-06-15,2013-07-15,2014-05-15,847104.0,0.0,0.0,0.0,0.0,0.0,30.0,304
FundersClub,operating, Finance ,|Finance|,USA,CA,SF Bay Area,6500000.0,1.0,2012-07-01,2012-10-19,2012-10-19,6500000.0,0.0,0.0,0.0,0.0,0.0,110.0,0
Fundgrazing,operating, Curated Web ,|Curated Web|,USA,CA,Ontario - Inland Empire,150000.0,1.0,2009-03-24,2009-03-24,2009-03-24,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fundology,operating, Finance ,|Finance|,USA,IL,Chicago,500000.0,1.0,2012-01-02,2012-01-02,2012-01-02,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fundraise.com,operating, Curated Web ,|Finance|Nonprofits|Curated Web|,USA,MA,Boston,1450000.0,2.0,2011-01-01,2011-01-01,2011-08-01,1450000.0,0.0,0.0,0.0,0.0,0.0,0.0,212
FundRazr,operating, Facebook Applications ,|Crowdfunding|Advertising|Non Profit|Nonprofits|P2P Money Transfer|Facebook Applications|Social Commerce|Social Media|,CAN,BC,Vancouver,296838.0,1.0,2008-09-18,2009-09-01,2009-09-01,296838.0,0.0,0.0,0.0,0.0,0.0,348.0,0
Fundrise,operating, Finance Technology ,|Finance Technology|Finance|Investment Management|Crowdfunding|Real Estate|,USA,DC,"Washington, D.C.",40985000.0,5.0,2010-11-01,2011-01-01,2014-09-26,2000000.0,38000000.0,0.0,38000000.0,0.0,0.0,61.0,1364
Funium,closed, Games ,|Games|,USA,UT,UT - Other,3050000.0,3.0,2010-01-01,2011-02-28,2012-08-07,3000000.0,0.0,0.0,0.0,0.0,0.0,423.0,526
FunnelFire,operating, Sales and Marketing ,|SaaS|Sales and Marketing|Software|,USA,NJ,Newark,800000.0,1.0,2012-01-01,2013-01-01,2013-01-01,800000.0,0.0,0.0,0.0,0.0,0.0,366.0,0
Funnely,operating, Performance Marketing ,|Performance Marketing|Sales and Marketing|Advertising|E-Commerce|SaaS|Software|,USA,NY,"Albany, New York",87000.0,1.0,2013-01-01,2014-03-31,2014-03-31,87000.0,0.0,0.0,0.0,0.0,0.0,454.0,0
FunPuntos,operating, Mobile ,|Mobile|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2012-01-01,2012-08-09,2012-08-09,40000.0,0.0,0.0,0.0,0.0,0.0,221.0,0
Funzi,operating, Mobile ,|Education|Mobile|,FIN,Non-US/Unknown,Helsinki,670220.0,1.0,2014-02-28,2014-08-01,2014-08-01,670220.0,0.0,0.0,0.0,0.0,0.0,154.0,0
Fuse Powered Inc.,operating, Mobile Advertising ,|Mobile Analytics|Mobile Advertising|Mobile Games|Mobile|,CAN,ON,Toronto,13000000.0,3.0,2009-08-01,2010-07-01,2014-04-01,7000000.0,5000000.0,1000000.0,5000000.0,0.0,0.0,334.0,1370
fuseSPORT,operating, Sports ,|Sports|,USA,CO,Colorado Springs,290000.0,1.0,2002-01-01,2014-03-27,2014-03-27,290000.0,0.0,0.0,0.0,0.0,0.0,4468.0,0
Fusion Sheep,operating, Video ,|Mobile|Video|Media|Software|,POL,Non-US/Unknown,Poznan,213900.0,1.0,2010-07-31,2011-07-31,2011-07-31,213900.0,0.0,0.0,0.0,0.0,0.0,365.0,0
Future Path Medical Holding Company,operating, Health Care ,|Health Care|,USA,OH,OH - Other,1080001.0,1.0,2004-01-01,2013-03-05,2013-03-05,1080001.0,0.0,0.0,0.0,0.0,0.0,3351.0,0
FutureAdvisor,operating, Software ,|Software|Finance|,USA,CA,SF Bay Area,21500000.0,4.0,2010-01-01,2010-01-01,2014-05-21,1000000.0,20500000.0,0.0,5000000.0,15500000.0,0.0,0.0,1601
Futurelytics,operating, Enterprise Software ,|Enterprise Software|,USA,DE,"Wilmington, Delaware",865175.0,2.0,2012-01-01,2012-10-20,2013-11-11,865175.0,0.0,0.0,0.0,0.0,0.0,293.0,387
Futuretec,closed, Finance ,|Finance|,GBR,Non-US/Unknown,Aberdeen,8065397.0,1.0,2005-01-01,2008-03-27,2008-03-27,8065397.0,0.0,0.0,0.0,0.0,0.0,1181.0,0
FUZE Fit For A Kid!,operating, Games ,|Kids|Fitness|Games|,USA,CA,SF Bay Area,500000.0,1.0,2008-02-28,2008-02-28,2008-02-28,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fuze Network,acquired, Finance ,|Mobile Payments|Payments|Finance|,USA,UT,Salt Lake City,3700000.0,2.0,2010-08-01,2011-02-22,2012-09-28,1200000.0,2500000.0,0.0,2500000.0,0.0,0.0,205.0,584
FwdHealth,operating, Health and Wellness ,|Health and Wellness|,USA,TN,Chattanooga,7500.0,1.0,2012-10-01,2013-06-01,2013-06-01,7500.0,0.0,0.0,0.0,0.0,0.0,243.0,0
FX Bridge,operating, Software ,|Software|,USA,GA,Atlanta,4534706.0,3.0,1999-01-01,2009-10-30,2011-11-03,1009706.0,3525000.0,0.0,0.0,0.0,0.0,3955.0,734
Fylet,operating, Photography ,|Video|Computers|Tablets|Mobile|Photography|,SVN,Non-US/Unknown,Ljubljana,41000.0,1.0,2013-01-01,2013-02-10,2013-02-10,41000.0,0.0,0.0,0.0,0.0,0.0,40.0,0
fypio,operating, Mobile ,|Mobile|Real Estate|,CAN,ON,Toronto,1650000.0,2.0,2013-08-01,2013-10-25,2014-10-31,1000000.0,0.0,650000.0,0.0,0.0,0.0,85.0,371
G2B Pharma,operating, Biotechnology ,|Biotechnology|,USA,CA,SF Bay Area,235000.0,1.0,2008-01-01,2013-06-11,2013-06-11,235000.0,0.0,0.0,0.0,0.0,0.0,1988.0,0
Gabstr,operating, Local ,|Interest Graph|Proximity Internet|Mobile|Local|Social Media|,USA,CA,SF Bay Area,570000.0,1.0,2013-06-17,2013-07-17,2013-07-17,570000.0,0.0,0.0,0.0,0.0,0.0,30.0,0
"Gabuduck, Inc.",operating, Games ,|Music|Kids|Games|,USA,NV,Las Vegas,75000.0,1.0,2011-07-01,2012-05-11,2012-05-11,75000.0,0.0,0.0,0.0,0.0,0.0,315.0,0
GadgetATM,operating, iPad ,|iPad|iPhone|Gadget|Electronics|Mobile|Hardware + Software|,USA,FL,Miami,100000.0,1.0,2013-01-07,2013-05-07,2013-05-07,100000.0,0.0,0.0,0.0,0.0,0.0,120.0,0
Gaiacom Wireless Networks,closed, Mobile ,|Cable|Apps|Mobile|,IRL,Non-US/Unknown,IRL - Other,500000.0,1.0,1999-12-07,1999-12-07,1999-12-07,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gainsight,operating, Sales Automation ,|Sales Automation|Enterprise Software|,USA,CA,SF Bay Area,54050000.0,5.0,2009-01-01,2011-12-11,2014-10-10,50000.0,54000000.0,0.0,9000000.0,20000000.0,25000000.0,1074.0,1034
galaxyadvisors,operating, Analytics ,|Business Intelligence|Analytics|,USA,MA,Boston,600000.0,1.0,2007-04-01,2008-09-15,2008-09-15,600000.0,0.0,0.0,0.0,0.0,0.0,533.0,0
Gamblino,operating, Games ,|Entertainment|Gambling|Sports|Social Media|Games|,Unknown,Non-US/Unknown,Unknown,120000.0,1.0,2012-05-01,2012-05-01,2012-05-01,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GameAnalytics,operating, Games ,|Games|,DNK,Non-US/Unknown,Copenhagen,2500000.0,1.0,2011-12-01,2013-02-21,2013-02-21,2500000.0,0.0,0.0,0.0,0.0,0.0,448.0,0
GameBuilder Studio,operating, Mobile ,|Mobile|Games|,USA,CA,SF Bay Area,22500.0,1.0,2010-12-07,2011-04-06,2011-04-06,22500.0,0.0,0.0,0.0,0.0,0.0,120.0,0
GameChanger Media,operating, Software ,|Local|Digital Media|Sports|Apps|iPhone|Mobile|Software|,USA,NY,New York City,10632657.0,7.0,2009-01-01,2009-01-31,2014-03-20,250000.0,10382657.0,0.0,2599527.0,6800000.0,0.0,30.0,1874
GameLayers,operating, Games ,|Web Browsers|Browser Extensions|Games|,USA,CA,SF Bay Area,2000000.0,2.0,2007-07-01,2007-10-01,2008-06-01,500000.0,1500000.0,0.0,1500000.0,0.0,0.0,92.0,244
Gameleon,operating, Games ,|Public Relations|Social Media|Games|,BEL,Non-US/Unknown,BEL - Other,65665.0,2.0,2009-10-01,2013-01-01,2013-05-01,65665.0,0.0,0.0,0.0,0.0,0.0,1188.0,120
GameMaki,operating, Travel ,|Photography|iPhone|Internet|Startups|Fashion|Travel|Lifestyle|Location Based Services|Ediscovery|File Sharing|Gamification|Networking|Social Media|Mobile|,SGP,Non-US/Unknown,Singapore,100000.0,1.0,2011-01-01,2012-03-01,2012-03-01,100000.0,0.0,0.0,0.0,0.0,0.0,425.0,0
Gamgee,operating, Health and Wellness ,|Health and Wellness|,USA,CA,SF Bay Area,5999999.0,2.0,2012-01-01,2013-05-21,2014-11-25,2000000.0,3999999.0,0.0,0.0,3999999.0,0.0,506.0,553
Gamify,operating, Gambling ,|Gamification|Gambling|Virtual Worlds|Web Development|Games|,USA,CA,SF Bay Area,240000.0,1.0,2010-02-10,2012-06-15,2012-06-15,240000.0,0.0,0.0,0.0,0.0,0.0,856.0,0
Gaming Live TV,operating, Video Games ,|Video Games|Games|,Unknown,Non-US/Unknown,Unknown,27000.0,1.0,2014-02-08,2014-05-20,2014-05-20,27000.0,0.0,0.0,0.0,0.0,0.0,101.0,0
GamyTech,operating, Game ,|Game|,ISR,Non-US/Unknown,Tel Aviv,200000.0,1.0,2014-05-01,2014-05-01,2014-05-01,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ganeselo.com,operating, Social Games ,|Auctions|Social Games|E-Commerce|,CHL,Non-US/Unknown,Santiago,400000.0,2.0,2011-03-15,2011-06-01,2012-03-01,200000.0,0.0,200000.0,0.0,0.0,0.0,78.0,274
Ganos,operating, Open Source ,|Mobile|E-Commerce|Open Source|Project Management|Software|,Unknown,Non-US/Unknown,Unknown,5000.0,1.0,2010-09-10,2010-09-10,2010-09-10,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GANTEC,operating, Biotechnology ,|Biotechnology|,USA,MI,Flint,777338.0,1.0,2005-01-01,2012-05-10,2012-05-10,777338.0,0.0,0.0,0.0,0.0,0.0,2686.0,0
GardenStory,operating, Customer Service ,|Customer Service|E-Commerce|Design|Home & Garden|,IRL,Non-US/Unknown,Tralee,201147.0,2.0,2012-04-15,2013-09-17,2013-09-22,67631.0,0.0,133516.0,0.0,0.0,0.0,520.0,5
Garmentory,operating, Retail ,|Retail|Online Shopping|E-Commerce|Fashion|,USA,WA,Seattle,118000.0,1.0,2013-09-01,2014-11-14,2014-11-14,118000.0,0.0,0.0,0.0,0.0,0.0,439.0,0
GasBuddy,acquired, Mobile ,|Mobile|Crowdsourcing|Gas|Travel|Oil|Curated Web|,USA,MD,"Washington, D.C.",4000.0,1.0,1999-06-29,1999-12-01,1999-12-01,4000.0,0.0,0.0,0.0,0.0,0.0,155.0,0
Gastrofy,operating, Retail ,|Retail|,SWE,Non-US/Unknown,Gothenburg,606000.0,2.0,2012-01-01,2012-05-31,2014-05-13,606000.0,0.0,0.0,0.0,0.0,0.0,151.0,712
gate5,acquired, Mobile ,|Mobile|,DEU,Non-US/Unknown,Berlin,13972693.0,2.0,1999-01-01,1999-01-01,2004-03-01,5858093.0,8114600.0,0.0,8114600.0,0.0,0.0,0.0,1886
GateMe,operating, Events ,|Events|Nightlife|E-Commerce|,GBR,Non-US/Unknown,London,90000.0,1.0,2011-03-15,2012-08-22,2012-08-22,90000.0,0.0,0.0,0.0,0.0,0.0,526.0,0
Gather,operating, Messaging ,|Messaging|,USA,CA,SF Bay Area,200000.0,1.0,2014-01-01,2014-01-10,2014-01-10,200000.0,0.0,0.0,0.0,0.0,0.0,9.0,0
Gatheredtable,operating, Technology ,|Customer Service|Technology|,USA,WA,Seattle,3150000.0,2.0,2013-01-01,2013-12-11,2014-06-10,2000000.0,1150000.0,0.0,0.0,0.0,0.0,344.0,181
Gaudena,operating, Shoes ,|Fashion|Shoes|E-Commerce|,MEX,Non-US/Unknown,Mexico City,3615000.0,1.0,2012-08-01,2012-10-30,2012-10-30,3615000.0,0.0,0.0,0.0,0.0,0.0,90.0,0
Gauss Surgical,operating, Medical ,|Wireless|Computer Vision|Mobile|Medical|Biotechnology|,USA,CA,SF Bay Area,6925997.0,5.0,2011-01-01,2011-12-20,2014-10-30,2226000.0,4699997.0,0.0,3200000.0,0.0,0.0,353.0,1045
Gayatrishakti Paper & Boards,operating, Manufacturing ,|Manufacturing|,IND,Non-US/Unknown,IND - Other,4000000.0,1.0,1996-01-01,2014-04-23,2014-04-23,4000000.0,0.0,0.0,0.0,0.0,0.0,6687.0,0
Gazemetrix,operating, Social Media ,|Analytics|Social Media|Advertising|,USA,CA,SF Bay Area,140000.0,2.0,2012-01-01,2012-07-15,2012-10-01,140000.0,0.0,0.0,0.0,0.0,0.0,196.0,78
GBooking,operating, Information Technology ,|Information Services|Information Technology|Small and Medium Businesses|Software|,ISR,Non-US/Unknown,Tel Aviv,1300000.0,3.0,2011-01-01,2012-03-01,2013-08-19,1100000.0,0.0,0.0,0.0,0.0,0.0,425.0,536
gDecide,operating, Private Social Networking ,|Private Social Networking|Collaboration|Software|,CAN,QC,Montreal,300000.0,1.0,2012-05-14,2013-08-01,2013-08-01,300000.0,0.0,0.0,0.0,0.0,0.0,444.0,0
GdeSlon,operating, E-Commerce ,|E-Commerce|,USA,FL,Tampa,500000.0,1.0,2010-01-01,2013-09-01,2013-09-01,500000.0,0.0,0.0,0.0,0.0,0.0,1339.0,0
gdgt,acquired, Blogging Platforms ,|Gadget|Electronics|Consumer Electronics|Blogging Platforms|Hardware + Software|,USA,CA,SF Bay Area,3715000.0,2.0,2009-07-01,2009-07-01,2010-04-07,550000.0,3165000.0,0.0,3165000.0,0.0,0.0,0.0,280
Ge.tt,acquired, Real Time ,|Cloud Data Services|Peer-to-Peer|Startups|Real Time|Social Network Media|Networking|Social Media|File Sharing|Curated Web|,DNK,Non-US/Unknown,Copenhagen,457590.0,1.0,2010-11-01,2011-12-20,2011-12-20,457590.0,0.0,0.0,0.0,0.0,0.0,414.0,0
Gecko Health Innovation (GeckoCap),operating, Health and Wellness ,|Games|Mobile Health|Health and Wellness|,USA,MA,Boston,50000.0,2.0,2012-01-01,2012-08-15,2012-09-12,50000.0,0.0,0.0,0.0,0.0,0.0,227.0,28
Geckoboard,operating, Web Development ,|Software|Web Development|Analytics|,GBR,Non-US/Unknown,London,1800000.0,2.0,2010-01-01,2011-01-01,2012-09-28,300000.0,1500000.0,0.0,1500000.0,0.0,0.0,365.0,636
Geekangels,operating, Social Media ,|Social Media|Information Services|Curated Web|,BEL,Non-US/Unknown,Antwerp,673400.0,1.0,2010-04-01,2010-04-01,2010-04-01,673400.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GEEKmaister.com,closed, News ,|Shopping|News|Gadget|Mobile|,Unknown,Non-US/Unknown,Unknown,100000.0,1.0,2013-03-01,2013-03-01,2013-03-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Geenapp,operating, Advertising Platforms ,|Advertising Networks|Advertising Platforms|Monetization|Mobile|,ESP,Non-US/Unknown,Barcelona,387868.0,3.0,2013-04-25,2013-04-25,2014-11-25,387868.0,0.0,0.0,0.0,0.0,0.0,0.0,579
Geev.Me Tech,operating, Mobile ,|Mobile|,ISR,Non-US/Unknown,Netanya,170000.0,1.0,2012-02-12,2012-04-01,2012-04-01,170000.0,0.0,0.0,0.0,0.0,0.0,49.0,0
Gelato Fiasco,operating, Hospitality ,|Hospitality|,USA,ME,"Portland, Maine",700000.0,2.0,2007-01-01,2012-08-10,2014-02-13,550000.0,150000.0,0.0,0.0,0.0,0.0,2048.0,552
GELI,operating, Software ,|Software|Clean Technology|,USA,CA,SF Bay Area,995000.0,2.0,2010-02-15,2013-07-12,2014-07-01,250000.0,0.0,0.0,0.0,0.0,0.0,1243.0,354
Gema Touch,operating, Mobile ,|Mobile|,USA,NC,Raleigh,50000.0,1.0,2012-03-01,2013-09-19,2013-09-19,50000.0,0.0,0.0,0.0,0.0,0.0,567.0,0
Gemmyo,operating, Fashion ,|Fashion|,FRA,Non-US/Unknown,Paris,5293460.0,4.0,2011-06-01,2011-06-01,2013-06-06,65000.0,5228460.0,0.0,460000.0,780000.0,3988460.0,0.0,736
GemShare,operating, Mobile ,|Privacy|Social Media|Reviews and Recommendations|Services|Local|Mobile|,USA,CA,SF Bay Area,1200000.0,1.0,2013-01-01,2014-04-03,2014-04-03,1200000.0,0.0,0.0,0.0,0.0,0.0,457.0,0
GenCell Biosystems,acquired, Health Care ,|Clinical Trials|Health Care|Genetic Testing|Biotechnology|,FRA,Non-US/Unknown,Picardie,3473820.0,1.0,2011-01-01,2014-01-27,2014-01-27,3473820.0,0.0,0.0,0.0,0.0,0.0,1122.0,0
Geneix,operating, Health Care ,|Health Care|,GBR,Non-US/Unknown,London,28437.0,1.0,2011-01-01,2014-03-01,2014-03-01,28437.0,0.0,0.0,0.0,0.0,0.0,1155.0,0
General Assembly,operating, Startups ,|Startups|Education|,USA,NY,New York City,49500000.0,4.0,2011-01-01,2011-01-24,2014-03-07,4500000.0,44800000.0,0.0,0.0,9800000.0,35000000.0,23.0,1138
Generous Deals,closed, E-Commerce ,|Retail|Discounts|Craigslist Killers|E-Commerce|,USA,IL,Chicago,650000.0,3.0,2010-11-01,2010-11-01,2011-04-01,650000.0,0.0,0.0,0.0,0.0,0.0,0.0,151
"GENETRIX SOCIETY, INC",operating, Sustainability ,|Concerts|Sponsorship|Sustainability|Tourism|,USA,GA,Atlanta,172600000.0,5.0,2010-12-27,2010-12-27,2014-09-27,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,1370
GeneWeave Biosciences,operating, Biotechnology ,|Biotechnology|,USA,CA,SF Bay Area,24999998.0,3.0,2010-06-11,2010-07-26,2014-06-20,1000000.0,23999998.0,0.0,12000000.0,11999998.0,0.0,45.0,1425
